runId,factor,factorLabel,x,runIndex,seed,ok,failureReason,phase,productionTurns,settlementTurns,successTurns,completionTurns,mutationTurns,preparedDishes,totalDishesRequired,redemptions,commonBasketSwaps,directExchanges,settlementSwaps,foodPieceSettlementSwaps,interactions,basketVelocity,directExchangeShare,settlementBurden,liquidityDepth,finalHoardingIndex,maxObservedHoardingIndex,scarcityPressureTotal,localScarcityEvents,localHoardingSkips,localDelayPasses,localBasketSkips
hoarding-x20-r002,hoarding,Hoarding surplus,0.2,2,economic-time:hoarding-x20-r002,true,,complete,172,56,228,228,395,24,24,144,42,50,16,16,532,2.035,0.463,0.03,5.973,0,3,0,0,6,0,0
hoarding-x20-r003,hoarding,Hoarding surplus,0.2,3,economic-time:hoarding-x20-r003,true,,complete,147,59,206,206,369,24,24,144,41,48,17,17,530,2.252,0.453,0.032,6.27,0,3,0,0,9,0,0
hoarding-x20-r004,hoarding,Hoarding surplus,0.2,4,economic-time:hoarding-x20-r004,true,,complete,159,48,207,207,374,24,24,144,39,53,13,13,529,2.01,0.505,0.025,6.103,0,3,0,0,8,0,0
hoarding-x20-r005,hoarding,Hoarding surplus,0.2,5,economic-time:hoarding-x20-r005,true,,complete,141,64,205,205,385,24,24,144,48,50,23,23,545,2.771,0.413,0.042,5.874,0,2,0,0,6,0,0
hoarding-x20-r006,hoarding,Hoarding surplus,0.2,6,economic-time:hoarding-x20-r006,true,,complete,149,48,197,197,354,24,24,144,56,39,14,14,533,2.843,0.358,0.026,6.163,0,3,0,0,7,0,0
hoarding-x20-r007,hoarding,Hoarding surplus,0.2,7,economic-time:hoarding-x20-r007,true,,complete,135,61,196,196,374,24,24,144,49,49,22,22,544,2.898,0.408,0.04,6.736,0,2,0,0,7,0,0
hoarding-x20-r008,hoarding,Hoarding surplus,0.2,8,economic-time:hoarding-x20-r008,true,,complete,114,52,166,166,340,24,24,144,57,44,20,20,545,3.711,0.364,0.037,6.151,0,3,0,0,7,0,0
hoarding-x20-r009,hoarding,Hoarding surplus,0.2,9,economic-time:hoarding-x20-r009,true,,complete,164,64,228,228,409,24,24,144,43,52,25,25,544,2.386,0.433,0.046,6.714,0,3,0,0,6,0,0
hoarding-x20-r010,hoarding,Hoarding surplus,0.2,10,economic-time:hoarding-x20-r010,true,,complete,174,50,224,224,403,24,24,144,42,57,14,14,537,2,0.504,0.026,6.472,0,3,0,0,11,0,0
hoarding-x20-r011,hoarding,Hoarding surplus,0.2,11,economic-time:hoarding-x20-r011,true,,complete,150,72,222,222,397,24,24,144,35,55,21,21,535,2.018,0.495,0.039,6.056,0,3,0,0,6,0,0
hoarding-x20-r012,hoarding,Hoarding surplus,0.2,12,economic-time:hoarding-x20-r012,true,,complete,149,62,211,211,379,24,24,144,34,53,19,19,530,2.009,0.5,0.036,6.072,0,4,0,0,5,0,0
hoarding-x25-r001,hoarding,Hoarding surplus,0.25,1,economic-time:hoarding-x25-r001,true,,complete,159,71,230,230,403,24,24,144,38,55,16,16,533,1.878,0.505,0.03,6.471,0,3,0,0,7,0,0
hoarding-x25-r002,hoarding,Hoarding surplus,0.25,2,economic-time:hoarding-x25-r002,true,,complete,156,73,229,229,400,24,24,144,45,49,19,19,537,2.236,0.434,0.035,6.313,0,3,0,0,7,0,0
hoarding-x25-r003,hoarding,Hoarding surplus,0.25,3,economic-time:hoarding-x25-r003,true,,complete,159,68,227,227,396,24,24,144,47,47,19,19,537,2.326,0.416,0.035,6.305,0,3,0,0,10,0,0
hoarding-x25-r004,hoarding,Hoarding surplus,0.25,4,economic-time:hoarding-x25-r004,true,,complete,156,38,194,194,350,24,24,144,41,44,18,18,527,2.433,0.427,0.034,6.387,0,3,0,0,4,0,0
hoarding-x25-r005,hoarding,Hoarding surplus,0.25,5,economic-time:hoarding-x25-r005,true,,complete,173,75,248,248,432,24,24,144,40,58,19,19,541,1.903,0.496,0.035,6.387,0,3,0,0,7,0,0
hoarding-x25-r006,hoarding,Hoarding surplus,0.25,6,economic-time:hoarding-x25-r006,true,,complete,140,61,201,201,372,24,24,144,35,53,21,21,533,2.229,0.486,0.039,6.208,0,2,0,0,13,0,0
hoarding-x25-r007,hoarding,Hoarding surplus,0.25,7,economic-time:hoarding-x25-r007,true,,complete,141,52,193,193,362,24,24,144,46,46,22,22,538,2.819,0.404,0.041,6.036,0,3,0,0,8,0,0
hoarding-x25-r008,hoarding,Hoarding surplus,0.25,8,economic-time:hoarding-x25-r008,true,,complete,172,64,236,236,410,24,24,144,38,53,21,21,536,2,0.473,0.039,6.44,0,3,0,0,19,0,0
hoarding-x25-r009,hoarding,Hoarding surplus,0.25,9,economic-time:hoarding-x25-r009,true,,complete,139,48,187,187,350,24,24,144,45,45,19,19,533,2.738,0.413,0.036,5.975,0,2,0,0,4,0,0
hoarding-x25-r010,hoarding,Hoarding surplus,0.25,10,economic-time:hoarding-x25-r010,true,,complete,145,55,200,200,367,24,24,144,52,41,24,24,541,3.04,0.35,0.044,6.37,0,3,0,0,8,0,0
hoarding-x25-r011,hoarding,Hoarding surplus,0.25,11,economic-time:hoarding-x25-r011,true,,complete,155,64,219,219,389,24,24,144,37,52,20,20,533,2.082,0.477,0.038,6.055,0,3,0,0,8,0,0
hoarding-x25-r012,hoarding,Hoarding surplus,0.25,12,economic-time:hoarding-x25-r012,true,,complete,157,55,212,212,380,24,24,144,44,47,21,21,536,2.453,0.42,0.039,6.494,0,3,0,0,10,0,0
hoarding-x30-r001,hoarding,Hoarding surplus,0.3,1,economic-time:hoarding-x30-r001,true,,complete,135,47,182,182,349,24,24,144,45,50,13,13,532,2.549,0.463,0.024,5.986,0,2,0,0,5,0,0
hoarding-x30-r002,hoarding,Hoarding surplus,0.3,2,economic-time:hoarding-x30-r002,true,,complete,156,55,211,211,376,24,24,144,57,40,19,19,540,2.882,0.345,0.035,6.12,0,2,0,0,8,0,0
hoarding-x30-r003,hoarding,Hoarding surplus,0.3,3,economic-time:hoarding-x30-r003,true,,complete,154,59,213,213,387,24,24,144,51,48,18,18,541,2.592,0.41,0.033,6.341,0,3,0,0,11,0,0
hoarding-x30-r004,hoarding,Hoarding surplus,0.3,4,economic-time:hoarding-x30-r004,true,,complete,147,39,186,186,337,24,24,144,52,38,14,14,528,2.839,0.365,0.027,5.963,0,3,0,0,5,0,0
hoarding-x30-r005,hoarding,Hoarding surplus,0.3,5,economic-time:hoarding-x30-r005,true,,complete,132,68,200,200,365,24,24,144,51,43,19,19,537,2.8,0.381,0.035,6.337,0,2,0,0,16,0,0
hoarding-x30-r006,hoarding,Hoarding surplus,0.3,6,economic-time:hoarding-x30-r006,true,,complete,163,95,258,258,445,24,24,144,43,55,25,25,547,2.109,0.447,0.046,6.857,0,3,0,0,18,0,0
hoarding-x30-r007,hoarding,Hoarding surplus,0.3,7,economic-time:hoarding-x30-r007,true,,complete,134,62,196,196,367,24,24,144,55,44,19,19,542,3.02,0.373,0.035,6.589,0,2,0,0,9,0,0
hoarding-x30-r008,hoarding,Hoarding surplus,0.3,8,economic-time:hoarding-x30-r008,true,,complete,132,46,178,178,339,24,24,144,52,43,14,14,533,2.966,0.394,0.026,6.305,0,3,0,0,2,0,0
hoarding-x30-r009,hoarding,Hoarding surplus,0.3,9,economic-time:hoarding-x30-r009,true,,complete,148,71,219,219,391,24,24,144,42,52,17,17,535,2.155,0.468,0.032,6.813,0,3,0,0,12,0,0
hoarding-x30-r010,hoarding,Hoarding surplus,0.3,10,economic-time:hoarding-x30-r010,true,,complete,173,72,245,245,427,24,24,144,43,53,24,24,544,2.188,0.442,0.044,6.554,0,3,0,0,14,0,0
hoarding-x30-r011,hoarding,Hoarding surplus,0.3,11,economic-time:hoarding-x30-r011,true,,complete,140,61,201,201,379,24,24,144,60,44,21,21,549,3.224,0.352,0.038,6.412,0,3,0,0,10,0,0
hoarding-x30-r012,hoarding,Hoarding surplus,0.3,12,economic-time:hoarding-x30-r012,true,,complete,159,64,223,223,391,24,24,144,42,47,23,23,536,2.332,0.42,0.043,6.173,0,3,0,0,9,0,0
hoarding-x35-r001,hoarding,Hoarding surplus,0.35,1,economic-time:hoarding-x35-r001,true,,complete,119,48,167,167,335,24,24,144,59,39,22,22,544,3.88,0.325,0.04,6.351,0,2,0,0,6,0,0
hoarding-x35-r002,hoarding,Hoarding surplus,0.35,2,economic-time:hoarding-x35-r002,true,,complete,147,43,190,190,350,24,24,144,41,46,18,18,529,2.484,0.438,0.034,6.133,0,3,0,0,7,0,0
hoarding-x35-r003,hoarding,Hoarding surplus,0.35,3,economic-time:hoarding-x35-r003,true,,complete,167,70,237,237,408,24,24,144,50,47,18,18,539,2.295,0.409,0.033,6.44,0,3,0,0,15,0,0
hoarding-x35-r004,hoarding,Hoarding surplus,0.35,4,economic-time:hoarding-x35-r004,true,,complete,166,74,240,240,411,24,24,144,33,55,19,19,531,1.733,0.514,0.036,6.132,0,3,0,0,11,0,0
hoarding-x35-r005,hoarding,Hoarding surplus,0.35,5,economic-time:hoarding-x35-r005,true,,complete,140,39,179,179,339,24,24,144,44,45,17,17,530,2.726,0.425,0.032,6.078,0,2,0,0,6,0,0
hoarding-x35-r006,hoarding,Hoarding surplus,0.35,6,economic-time:hoarding-x35-r006,true,,complete,140,59,199,199,361,24,24,144,42,48,15,15,529,2.291,0.457,0.028,5.699,0,2,0,0,9,0,0
hoarding-x35-r007,hoarding,Hoarding surplus,0.35,7,economic-time:hoarding-x35-r007,true,,complete,147,48,195,195,356,24,24,144,46,44,18,18,532,2.626,0.407,0.034,6.313,0,2,0,0,6,0,0
hoarding-x35-r008,hoarding,Hoarding surplus,0.35,8,economic-time:hoarding-x35-r008,true,,complete,137,48,185,185,348,24,24,144,42,46,20,20,532,2.681,0.426,0.038,6.09,0,2,0,0,8,0,0
hoarding-x35-r009,hoarding,Hoarding surplus,0.35,9,economic-time:hoarding-x35-r009,true,,complete,147,42,189,189,346,24,24,144,40,47,14,14,525,2.286,0.465,0.027,5.886,0,3,0,0,5,0,0
hoarding-x35-r010,hoarding,Hoarding surplus,0.35,10,economic-time:hoarding-x35-r010,true,,complete,154,56,210,210,380,24,24,144,39,51,20,20,534,2.248,0.464,0.037,6.387,0,3,0,0,6,0,0
hoarding-x35-r011,hoarding,Hoarding surplus,0.35,11,economic-time:hoarding-x35-r011,true,,complete,157,56,213,213,373,24,24,144,40,46,19,19,529,2.216,0.438,0.036,6.067,0,3,0,0,9,0,0
hoarding-x35-r012,hoarding,Hoarding surplus,0.35,12,economic-time:hoarding-x35-r012,true,,complete,165,64,229,229,397,24,24,144,56,41,21,21,542,2.69,0.347,0.039,6.516,0,3,0,0,7,0,0
hoarding-x40-r001,hoarding,Hoarding surplus,0.4,1,economic-time:hoarding-x40-r001,true,,complete,165,49,214,214,375,24,24,144,52,39,22,22,537,2.766,0.345,0.041,6.611,0,3,0,0,14,0,0
hoarding-x40-r002,hoarding,Hoarding surplus,0.4,2,economic-time:hoarding-x40-r002,true,,complete,166,78,244,244,422,24,24,144,34,54,27,27,539,2,0.47,0.05,6.338,0,2,0,0,24,0,0
hoarding-x40-r003,hoarding,Hoarding surplus,0.4,3,economic-time:hoarding-x40-r003,true,,complete,158,48,206,206,372,24,24,144,51,45,16,16,536,2.602,0.402,0.03,6.145,0,2,0,0,6,0,0
hoarding-x40-r004,hoarding,Hoarding surplus,0.4,4,economic-time:hoarding-x40-r004,true,,complete,148,60,208,208,376,24,24,144,47,46,20,20,537,2.577,0.407,0.037,6.47,0,3,0,0,10,0,0
hoarding-x40-r005,hoarding,Hoarding surplus,0.4,5,economic-time:hoarding-x40-r005,true,,complete,142,67,209,209,382,24,24,144,45,50,19,19,538,2.45,0.439,0.035,6.325,0,3,0,0,13,0,0
hoarding-x40-r006,hoarding,Hoarding surplus,0.4,6,economic-time:hoarding-x40-r006,true,,complete,155,59,214,214,393,24,24,144,33,58,21,21,536,2.019,0.518,0.039,6.314,0,3,0,0,16,0,0
hoarding-x40-r007,hoarding,Hoarding surplus,0.4,7,economic-time:hoarding-x40-r007,true,,complete,157,64,221,221,395,24,24,144,44,51,19,19,538,2.281,0.447,0.035,6.367,0,3,0,0,14,0,0
hoarding-x40-r008,hoarding,Hoarding surplus,0.4,8,economic-time:hoarding-x40-r008,true,,complete,137,74,211,211,384,24,24,144,42,51,20,20,537,2.351,0.451,0.037,6.09,0,3,0,0,22,0,0
hoarding-x40-r009,hoarding,Hoarding surplus,0.4,9,economic-time:hoarding-x40-r009,true,,complete,159,61,220,220,386,24,24,144,34,53,17,17,528,1.855,0.51,0.032,6.254,0,3,0,0,14,0,0
hoarding-x40-r010,hoarding,Hoarding surplus,0.4,10,economic-time:hoarding-x40-r010,true,,complete,164,73,237,237,411,24,24,144,45,51,18,18,538,2.127,0.447,0.033,5.861,0,3,0,0,19,0,0
hoarding-x40-r011,hoarding,Hoarding surplus,0.4,11,economic-time:hoarding-x40-r011,true,,complete,150,77,227,227,408,24,24,144,58,47,20,20,549,2.749,0.376,0.036,6.447,0,3,0,0,14,0,0
hoarding-x40-r012,hoarding,Hoarding surplus,0.4,12,economic-time:hoarding-x40-r012,true,,complete,138,77,215,215,389,24,24,144,53,48,16,16,541,2.567,0.41,0.03,6.235,0,2,0,0,10,0,0
hoarding-x45-r001,hoarding,Hoarding surplus,0.45,1,economic-time:hoarding-x45-r001,true,,complete,151,71,222,222,381,24,24,144,45,44,17,17,530,2.234,0.415,0.032,6.385,0,2,0,0,12,0,0
hoarding-x45-r002,hoarding,Hoarding surplus,0.45,2,economic-time:hoarding-x45-r002,true,,complete,157,64,221,221,392,24,24,144,38,50,24,24,536,2.244,0.446,0.045,6.128,0,3,0,0,11,0,0
hoarding-x45-r003,hoarding,Hoarding surplus,0.45,3,economic-time:hoarding-x45-r003,true,,complete,160,71,231,231,412,24,24,144,49,50,23,23,546,2.494,0.41,0.042,6.693,0,3,0,0,20,0,0
hoarding-x45-r004,hoarding,Hoarding surplus,0.45,4,economic-time:hoarding-x45-r004,true,,complete,155,47,202,202,373,24,24,144,39,55,13,13,531,2.059,0.514,0.024,6.059,0,2,0,0,13,0,0
hoarding-x45-r005,hoarding,Hoarding surplus,0.45,5,economic-time:hoarding-x45-r005,true,,complete,154,106,260,260,441,24,24,144,45,53,21,21,543,2.031,0.445,0.039,6.207,0,2,0,0,31,0,0
hoarding-x45-r006,hoarding,Hoarding surplus,0.45,6,economic-time:hoarding-x45-r006,true,,complete,168,53,221,221,389,24,24,144,44,50,15,15,533,2.136,0.459,0.028,5.96,0,3,0,0,11,0,0
hoarding-x45-r007,hoarding,Hoarding surplus,0.45,7,economic-time:hoarding-x45-r007,true,,complete,158,57,215,215,376,24,24,144,27,53,19,19,523,1.712,0.535,0.036,6.516,0,2,0,0,12,0,0
hoarding-x45-r008,hoarding,Hoarding surplus,0.45,8,economic-time:hoarding-x45-r008,true,,complete,118,62,180,180,343,24,24,144,59,38,19,19,540,3.467,0.328,0.035,6.309,0,3,0,0,6,0,0
hoarding-x45-r009,hoarding,Hoarding surplus,0.45,9,economic-time:hoarding-x45-r009,true,,complete,142,67,209,209,384,24,24,144,45,48,25,25,542,2.679,0.407,0.046,6.709,0,3,0,0,10,0,0
hoarding-x45-r010,hoarding,Hoarding surplus,0.45,10,economic-time:hoarding-x45-r010,true,,complete,148,61,209,209,375,24,24,144,41,49,18,18,532,2.258,0.454,0.034,6.053,0,3,0,0,8,0,0
hoarding-x45-r011,hoarding,Hoarding surplus,0.45,11,economic-time:hoarding-x45-r011,true,,complete,166,51,217,217,383,24,24,144,31,54,18,18,527,1.806,0.524,0.034,6.554,0,3,0,0,11,0,0
hoarding-x45-r012,hoarding,Hoarding surplus,0.45,12,economic-time:hoarding-x45-r012,true,,complete,166,77,243,243,427,24,24,144,43,54,24,24,545,2.206,0.446,0.044,6.916,0,3,0,0,18,0,0
hoarding-x50-r001,hoarding,Hoarding surplus,0.5,1,economic-time:hoarding-x50-r001,true,,complete,151,61,212,212,374,24,24,144,40,50,13,13,527,2,0.485,0.025,6.116,0,2,0,0,11,0,0
hoarding-x50-r002,hoarding,Hoarding surplus,0.5,2,economic-time:hoarding-x50-r002,true,,complete,138,72,210,210,375,24,24,144,51,42,21,21,538,2.743,0.368,0.039,6.023,0,2,0,0,16,0,0
hoarding-x50-r003,hoarding,Hoarding surplus,0.5,3,economic-time:hoarding-x50-r003,true,,complete,151,67,218,218,394,24,24,144,44,50,23,23,541,2.459,0.427,0.043,6.253,0,2,0,0,14,0,0
hoarding-x50-r004,hoarding,Hoarding surplus,0.5,4,economic-time:hoarding-x50-r004,true,,complete,179,76,255,255,437,24,24,144,34,58,23,23,539,1.788,0.504,0.043,6.356,0,4,0,0,22,0,0
hoarding-x50-r005,hoarding,Hoarding surplus,0.5,5,economic-time:hoarding-x50-r005,true,,complete,142,48,190,190,357,24,24,144,34,54,16,16,528,2.105,0.519,0.03,6.182,0,3,0,0,13,0,0
hoarding-x50-r006,hoarding,Hoarding surplus,0.5,6,economic-time:hoarding-x50-r006,true,,complete,162,61,223,223,395,24,24,144,42,50,21,21,537,2.26,0.442,0.039,6.519,0,3,0,0,20,0,0
hoarding-x50-r007,hoarding,Hoarding surplus,0.5,7,economic-time:hoarding-x50-r007,true,,complete,141,87,228,228,402,24,24,144,61,42,20,20,547,2.842,0.341,0.037,6.227,0,3,0,0,20,0,0
hoarding-x50-r008,hoarding,Hoarding surplus,0.5,8,economic-time:hoarding-x50-r008,true,,complete,143,86,229,229,397,24,24,144,33,54,18,18,529,1.782,0.514,0.034,6.179,0,2,0,0,25,0,0
hoarding-x50-r009,hoarding,Hoarding surplus,0.5,9,economic-time:hoarding-x50-r009,true,,complete,146,58,204,204,378,24,24,144,41,52,20,20,537,2.392,0.46,0.037,6.156,0,4,0,0,19,0,0
hoarding-x50-r010,hoarding,Hoarding surplus,0.5,10,economic-time:hoarding-x50-r010,true,,complete,163,63,226,226,394,24,24,144,38,49,23,23,534,2.159,0.445,0.043,6.468,0,2,0,0,15,0,0
hoarding-x50-r011,hoarding,Hoarding surplus,0.5,11,economic-time:hoarding-x50-r011,true,,complete,156,82,238,238,423,24,24,144,37,55,29,29,545,2.218,0.455,0.053,7.037,0,3,0,0,27,0,0
hoarding-x50-r012,hoarding,Hoarding surplus,0.5,12,economic-time:hoarding-x50-r012,true,,complete,125,46,171,171,331,24,24,144,45,45,16,16,530,2.854,0.425,0.03,5.805,0,2,0,0,11,0,0
hoarding-x55-r001,hoarding,Hoarding surplus,0.55,1,economic-time:hoarding-x55-r001,true,,complete,165,56,221,221,387,24,24,144,56,43,15,15,538,2.57,0.377,0.028,5.885,0,2,0,0,19,0,0
hoarding-x55-r002,hoarding,Hoarding surplus,0.55,2,economic-time:hoarding-x55-r002,true,,complete,146,89,235,235,404,24,24,144,43,46,25,25,538,2.315,0.404,0.046,6.488,0,3,0,0,22,0,0
hoarding-x55-r003,hoarding,Hoarding surplus,0.55,3,economic-time:hoarding-x55-r003,true,,complete,181,84,265,265,433,24,24,144,50,45,19,19,538,2.083,0.395,0.035,5.941,0,3,0,0,22,0,0
hoarding-x55-r004,hoarding,Hoarding surplus,0.55,4,economic-time:hoarding-x55-r004,true,,complete,132,66,198,198,375,24,24,144,61,42,23,23,550,3.394,0.333,0.042,6.39,0,2,0,0,21,0,0
hoarding-x55-r005,hoarding,Hoarding surplus,0.55,5,economic-time:hoarding-x55-r005,true,,complete,150,75,225,225,398,24,24,144,44,49,22,22,539,2.347,0.426,0.041,6.244,0,2,0,0,21,0,0
hoarding-x55-r006,hoarding,Hoarding surplus,0.55,6,economic-time:hoarding-x55-r006,true,,complete,148,70,218,218,387,24,24,144,29,55,21,21,529,1.835,0.524,0.04,5.97,0,3,0,0,24,0,0
hoarding-x55-r007,hoarding,Hoarding surplus,0.55,7,economic-time:hoarding-x55-r007,true,,complete,146,38,184,184,343,24,24,144,33,49,19,19,525,2.261,0.485,0.036,6.456,0,3,0,0,6,0,0
hoarding-x55-r008,hoarding,Hoarding surplus,0.55,8,economic-time:hoarding-x55-r008,true,,complete,151,59,210,210,381,24,24,144,41,50,21,21,536,2.362,0.446,0.039,6.256,0,3,0,0,9,0,0
hoarding-x55-r009,hoarding,Hoarding surplus,0.55,9,economic-time:hoarding-x55-r009,true,,complete,146,64,210,210,378,24,24,144,54,40,25,25,543,3.01,0.336,0.046,6.084,0,3,0,0,20,0,0
hoarding-x55-r010,hoarding,Hoarding surplus,0.55,10,economic-time:hoarding-x55-r010,true,,complete,159,73,232,232,402,24,24,144,39,51,20,20,534,2.034,0.464,0.037,6.653,0,3,0,0,29,0,0
hoarding-x55-r011,hoarding,Hoarding surplus,0.55,11,economic-time:hoarding-x55-r011,true,,complete,150,50,200,200,360,24,24,144,36,49,17,17,526,2.12,0.48,0.032,6.174,0,2,0,0,9,0,0
hoarding-x55-r012,hoarding,Hoarding surplus,0.55,12,economic-time:hoarding-x55-r012,true,,complete,151,95,246,246,423,24,24,144,55,45,23,23,547,2.537,0.366,0.042,6.585,0,3,0,0,19,0,0
hoarding-x60-r001,hoarding,Hoarding surplus,0.6,1,economic-time:hoarding-x60-r001,true,,complete,116,84,200,200,364,24,24,144,59,38,20,20,541,3.16,0.325,0.037,6.105,0,2,0,0,34,0,0
hoarding-x60-r002,hoarding,Hoarding surplus,0.6,2,economic-time:hoarding-x60-r002,true,,complete,149,98,247,247,423,24,24,144,37,54,22,22,537,1.911,0.478,0.041,6.387,0,3,0,0,27,0,0
hoarding-x60-r003,hoarding,Hoarding surplus,0.6,3,economic-time:hoarding-x60-r003,true,,complete,150,61,211,211,377,24,24,144,34,53,17,17,528,1.934,0.51,0.032,5.955,0,3,0,0,20,0,0
hoarding-x60-r004,hoarding,Hoarding surplus,0.6,4,economic-time:hoarding-x60-r004,true,,complete,125,63,188,188,354,24,24,144,58,41,17,17,540,3.191,0.353,0.031,6.187,0,3,0,0,13,0,0
hoarding-x60-r005,hoarding,Hoarding surplus,0.6,5,economic-time:hoarding-x60-r005,true,,complete,151,71,222,222,392,24,24,144,45,49,18,18,536,2.27,0.438,0.034,6.405,0,3,0,0,24,0,0
hoarding-x60-r006,hoarding,Hoarding surplus,0.6,6,economic-time:hoarding-x60-r006,true,,complete,135,107,242,242,420,24,24,144,54,45,25,25,548,2.612,0.363,0.046,6.463,0,2,0,0,29,0,0
hoarding-x60-r007,hoarding,Hoarding surplus,0.6,7,economic-time:hoarding-x60-r007,true,,complete,124,74,198,198,353,24,24,144,49,40,17,17,530,2.667,0.377,0.032,6.61,0,3,0,0,21,0,0
hoarding-x60-r008,hoarding,Hoarding surplus,0.6,8,economic-time:hoarding-x60-r008,true,,complete,164,72,236,236,412,24,24,144,37,56,18,18,535,1.864,0.505,0.034,6.296,0,4,0,0,30,0,0
hoarding-x60-r009,hoarding,Hoarding surplus,0.6,9,economic-time:hoarding-x60-r009,true,,complete,156,74,230,230,403,24,24,144,40,50,24,24,538,2.226,0.439,0.045,6.4,0,2,0,0,27,0,0
hoarding-x60-r010,hoarding,Hoarding surplus,0.6,10,economic-time:hoarding-x60-r010,true,,complete,159,68,227,227,399,24,24,144,51,45,22,22,542,2.573,0.381,0.041,6.169,0,3,0,0,21,0,0
hoarding-x60-r011,hoarding,Hoarding surplus,0.6,11,economic-time:hoarding-x60-r011,true,,complete,160,67,227,227,406,24,24,144,43,51,25,25,543,2.396,0.429,0.046,6.393,0,4,0,0,18,0,0
hoarding-x60-r012,hoarding,Hoarding surplus,0.6,12,economic-time:hoarding-x60-r012,true,,complete,171,59,230,230,399,24,24,144,39,49,23,23,535,2.157,0.441,0.043,6.628,0,3,0,0,9,0,0
hoarding-x65-r001,hoarding,Hoarding surplus,0.65,1,economic-time:hoarding-x65-r001,true,,complete,166,92,258,258,438,24,24,144,43,49,30,30,546,2.264,0.402,0.055,6.584,0,3,0,0,37,0,0
hoarding-x65-r002,hoarding,Hoarding surplus,0.65,2,economic-time:hoarding-x65-r002,true,,complete,126,212,338,338,494,24,24,144,38,47,15,15,524,1.254,0.47,0.029,5.739,0,3,0,0,35,0,0
hoarding-x65-r003,hoarding,Hoarding surplus,0.65,3,economic-time:hoarding-x65-r003,true,,complete,157,60,217,217,393,24,24,144,47,50,20,20,541,2.47,0.427,0.037,5.94,0,3,0,0,30,0,0
hoarding-x65-r004,hoarding,Hoarding surplus,0.65,4,economic-time:hoarding-x65-r004,true,,complete,160,69,229,229,410,24,24,144,41,56,19,19,540,2.096,0.483,0.035,6.342,0,3,0,0,30,0,0
hoarding-x65-r005,hoarding,Hoarding surplus,0.65,5,economic-time:hoarding-x65-r005,true,,complete,159,102,261,261,437,24,24,144,37,52,26,26,539,1.931,0.452,0.048,6.443,0,3,0,0,43,0,0
hoarding-x65-r006,hoarding,Hoarding surplus,0.65,6,economic-time:hoarding-x65-r006,true,,complete,154,68,222,222,398,24,24,144,45,47,28,28,544,2.631,0.392,0.051,6.73,0,3,0,0,52,0,0
hoarding-x65-r007,hoarding,Hoarding surplus,0.65,7,economic-time:hoarding-x65-r007,true,,complete,150,47,197,197,358,24,24,144,32,53,14,14,523,1.868,0.535,0.027,6.306,0,2,0,0,20,0,0
hoarding-x65-r008,hoarding,Hoarding surplus,0.65,8,economic-time:hoarding-x65-r008,true,,complete,175,79,254,254,431,24,24,144,35,58,17,17,534,1.638,0.527,0.032,6.662,0,3,0,0,41,0,0
hoarding-x65-r009,hoarding,Hoarding surplus,0.65,9,economic-time:hoarding-x65-r009,true,,complete,148,70,218,218,387,24,24,144,50,45,20,20,539,2.569,0.391,0.037,6.233,0,3,0,0,26,0,0
hoarding-x65-r010,hoarding,Hoarding surplus,0.65,10,economic-time:hoarding-x65-r010,true,,complete,159,80,239,239,419,24,24,144,40,54,23,23,541,2.109,0.462,0.043,7.101,0,2,0,0,43,0,0
hoarding-x65-r011,hoarding,Hoarding surplus,0.65,11,economic-time:hoarding-x65-r011,true,,complete,140,129,269,269,449,24,24,144,52,45,29,29,550,2.409,0.357,0.053,6.402,0,3,0,0,51,0,0
hoarding-x65-r012,hoarding,Hoarding surplus,0.65,12,economic-time:hoarding-x65-r012,true,,complete,150,57,207,207,378,24,24,144,45,50,17,17,536,2.396,0.446,0.032,6.269,0,2,0,0,24,0,0
hoarding-x70-r001,hoarding,Hoarding surplus,0.7,1,economic-time:hoarding-x70-r001,true,,complete,166,84,250,250,424,24,24,144,47,49,20,20,540,2.144,0.422,0.037,6.349,0,3,0,0,41,0,0
hoarding-x70-r002,hoarding,Hoarding surplus,0.7,2,economic-time:hoarding-x70-r002,true,,complete,147,70,217,217,376,24,24,144,39,47,17,17,527,2.065,0.456,0.032,6.181,0,3,0,0,24,0,0
hoarding-x70-r003,hoarding,Hoarding surplus,0.7,3,economic-time:hoarding-x70-r003,true,,complete,145,62,207,207,370,24,24,144,49,44,17,17,534,2.551,0.4,0.032,6.463,0,2,0,0,25,0,0
hoarding-x70-r004,hoarding,Hoarding surplus,0.7,4,economic-time:hoarding-x70-r004,true,,complete,143,92,235,235,410,24,24,144,55,40,31,31,550,2.928,0.317,0.056,6.52,0,3,0,0,35,0,0
hoarding-x70-r005,hoarding,Hoarding surplus,0.7,5,economic-time:hoarding-x70-r005,true,,complete,164,112,276,276,479,24,24,144,41,59,35,35,559,2.203,0.437,0.063,7.13,0,3,0,0,62,0,0
hoarding-x70-r006,hoarding,Hoarding surplus,0.7,6,economic-time:hoarding-x70-r006,true,,complete,141,95,236,236,407,24,24,144,64,37,24,24,549,2.983,0.296,0.044,6.183,0,2,0,0,32,0,0
hoarding-x70-r007,hoarding,Hoarding surplus,0.7,7,economic-time:hoarding-x70-r007,true,,complete,155,71,226,226,396,24,24,144,36,51,23,23,534,2.088,0.464,0.043,6.4,0,3,0,0,36,0,0
