runId,factor,factorLabel,x,runIndex,seed,ok,failureReason,phase,productionTurns,settlementTurns,successTurns,completionTurns,mutationTurns,preparedDishes,totalDishesRequired,redemptions,commonBasketSwaps,directExchanges,settlementSwaps,foodPieceSettlementSwaps,interactions,basketVelocity,directExchangeShare,settlementBurden,liquidityDepth,finalHoardingIndex,maxObservedHoardingIndex,scarcityPressureTotal,localScarcityEvents,localHoardingSkips,localDelayPasses,localBasketSkips
last_ingredient-x40-r006,last_ingredient,Last-ingredient reluctance,0.4,6,economic-time:last_ingredient-x40-r006,true,,complete,253,63,316,316,539,24,24,144,45,50,19,19,538,1.62,0.439,0.035,6.425,0,3,0,26,0,0,2
last_ingredient-x40-r007,last_ingredient,Last-ingredient reluctance,0.4,7,economic-time:last_ingredient-x40-r007,true,,complete,247,46,293,293,494,24,24,144,42,51,16,16,533,1.584,0.468,0.03,5.946,0,2,0,16,0,0,6
last_ingredient-x40-r008,last_ingredient,Last-ingredient reluctance,0.4,8,economic-time:last_ingredient-x40-r008,true,,complete,276,64,340,340,565,24,24,144,33,57,23,23,537,1.318,0.504,0.043,6.403,0,3,0,23,0,0,7
last_ingredient-x40-r009,last_ingredient,Last-ingredient reluctance,0.4,9,economic-time:last_ingredient-x40-r009,true,,complete,324,40,364,364,606,24,24,144,33,53,16,16,526,1.077,0.52,0.03,6.292,0,3,0,39,0,0,7
last_ingredient-x40-r010,last_ingredient,Last-ingredient reluctance,0.4,10,economic-time:last_ingredient-x40-r010,true,,complete,237,52,289,289,503,24,24,144,44,47,19,19,534,1.744,0.427,0.036,6.304,0,3,0,25,0,0,9
last_ingredient-x40-r011,last_ingredient,Last-ingredient reluctance,0.4,11,economic-time:last_ingredient-x40-r011,true,,complete,246,43,289,289,491,24,24,144,47,46,16,16,533,1.744,0.422,0.03,6.709,0,3,0,19,0,0,8
last_ingredient-x40-r012,last_ingredient,Last-ingredient reluctance,0.4,12,economic-time:last_ingredient-x40-r012,true,,complete,228,46,274,274,490,24,24,144,43,50,18,18,535,1.781,0.45,0.034,5.844,0,2,0,24,0,0,5
last_ingredient-x45-r001,last_ingredient,Last-ingredient reluctance,0.45,1,economic-time:last_ingredient-x45-r001,true,,complete,283,54,337,337,536,24,24,144,50,41,18,18,533,1.614,0.376,0.034,6.429,0,2,0,20,0,0,13
last_ingredient-x45-r002,last_ingredient,Last-ingredient reluctance,0.45,2,economic-time:last_ingredient-x45-r002,true,,complete,330,39,369,369,599,24,24,144,37,49,10,10,520,1.019,0.51,0.019,5.905,0,2,0,38,0,0,5
last_ingredient-x45-r003,last_ingredient,Last-ingredient reluctance,0.45,3,economic-time:last_ingredient-x45-r003,true,,complete,290,56,346,346,570,24,24,144,53,46,22,22,545,1.734,0.38,0.04,6.231,0,2,0,24,0,0,10
last_ingredient-x45-r004,last_ingredient,Last-ingredient reluctance,0.45,4,economic-time:last_ingredient-x45-r004,true,,complete,313,51,364,364,616,24,24,144,46,48,17,17,535,1.385,0.432,0.032,6.392,0,2,0,42,0,0,12
last_ingredient-x45-r005,last_ingredient,Last-ingredient reluctance,0.45,5,economic-time:last_ingredient-x45-r005,true,,complete,223,58,281,281,491,24,24,144,56,44,21,21,545,2.192,0.364,0.039,6.538,0,3,0,18,0,0,6
last_ingredient-x45-r006,last_ingredient,Last-ingredient reluctance,0.45,6,economic-time:last_ingredient-x45-r006,true,,complete,377,45,422,422,663,24,24,144,39,47,19,19,529,1.1,0.448,0.036,6.216,0,3,0,40,0,0,7
last_ingredient-x45-r007,last_ingredient,Last-ingredient reluctance,0.45,7,economic-time:last_ingredient-x45-r007,true,,complete,266,45,311,311,529,24,24,144,52,41,19,19,536,1.826,0.366,0.035,5.908,0,2,0,28,0,0,6
last_ingredient-x45-r008,last_ingredient,Last-ingredient reluctance,0.45,8,economic-time:last_ingredient-x45-r008,true,,complete,255,58,313,313,533,24,24,144,45,50,14,14,533,1.508,0.459,0.026,6.28,0,3,0,27,0,0,15
last_ingredient-x45-r009,last_ingredient,Last-ingredient reluctance,0.45,9,economic-time:last_ingredient-x45-r009,true,,complete,268,45,313,313,529,24,24,144,58,44,15,15,541,1.866,0.376,0.028,6.337,0,3,0,23,0,0,4
last_ingredient-x45-r010,last_ingredient,Last-ingredient reluctance,0.45,10,economic-time:last_ingredient-x45-r010,true,,complete,287,54,341,341,568,24,24,144,43,49,17,17,533,1.408,0.45,0.032,6.079,0,3,0,30,0,0,11
last_ingredient-x45-r011,last_ingredient,Last-ingredient reluctance,0.45,11,economic-time:last_ingredient-x45-r011,true,,complete,293,80,373,373,617,24,24,144,50,55,25,25,554,1.609,0.423,0.045,6.769,0,3,0,26,0,0,18
last_ingredient-x45-r012,last_ingredient,Last-ingredient reluctance,0.45,12,economic-time:last_ingredient-x45-r012,true,,complete,372,79,451,451,746,24,24,144,29,65,23,23,541,0.922,0.556,0.043,6.162,0,2,0,53,0,0,4
last_ingredient-x50-r001,last_ingredient,Last-ingredient reluctance,0.5,1,economic-time:last_ingredient-x50-r001,true,,complete,244,59,303,303,543,24,24,144,44,55,23,23,546,1.769,0.451,0.042,6.566,0,3,0,29,0,0,19
last_ingredient-x50-r002,last_ingredient,Last-ingredient reluctance,0.5,2,economic-time:last_ingredient-x50-r002,true,,complete,365,52,417,417,689,24,24,144,35,54,22,22,535,1.094,0.486,0.041,6.247,0,3,0,50,0,0,10
last_ingredient-x50-r003,last_ingredient,Last-ingredient reluctance,0.5,3,economic-time:last_ingredient-x50-r003,true,,complete,294,43,337,337,562,24,24,144,58,41,14,14,537,1.709,0.363,0.026,6.136,0,2,0,31,0,0,8
last_ingredient-x50-r004,last_ingredient,Last-ingredient reluctance,0.5,4,economic-time:last_ingredient-x50-r004,true,,complete,291,51,342,342,557,24,24,144,45,48,21,21,538,1.544,0.421,0.039,6.024,0,3,0,23,0,0,14
last_ingredient-x50-r005,last_ingredient,Last-ingredient reluctance,0.5,5,economic-time:last_ingredient-x50-r005,true,,complete,237,56,293,293,512,24,24,144,56,43,18,18,541,2.02,0.368,0.033,6.144,0,2,0,25,0,0,9
last_ingredient-x50-r006,last_ingredient,Last-ingredient reluctance,0.5,6,economic-time:last_ingredient-x50-r006,true,,complete,249,46,295,295,503,24,24,144,66,33,21,21,544,2.359,0.275,0.039,6.184,0,2,0,24,0,0,13
last_ingredient-x50-r007,last_ingredient,Last-ingredient reluctance,0.5,7,economic-time:last_ingredient-x50-r007,true,,complete,341,54,395,395,647,24,24,144,50,49,17,17,540,1.357,0.422,0.031,6.217,0,2,0,39,0,0,4
last_ingredient-x50-r008,last_ingredient,Last-ingredient reluctance,0.5,8,economic-time:last_ingredient-x50-r008,true,,complete,328,60,388,388,656,24,24,144,34,60,21,21,539,1.134,0.522,0.039,6.549,0,2,0,43,0,0,20
last_ingredient-x50-r009,last_ingredient,Last-ingredient reluctance,0.5,9,economic-time:last_ingredient-x50-r009,true,,complete,346,51,397,397,627,24,24,144,43,43,24,24,534,1.35,0.391,0.045,6.205,0,2,0,34,0,0,14
last_ingredient-x50-r010,last_ingredient,Last-ingredient reluctance,0.5,10,economic-time:last_ingredient-x50-r010,true,,complete,356,64,420,420,678,24,24,144,34,60,21,21,539,1.048,0.522,0.039,6.549,0,3,0,37,0,0,1
last_ingredient-x50-r011,last_ingredient,Last-ingredient reluctance,0.5,11,economic-time:last_ingredient-x50-r011,true,,complete,433,64,497,497,772,24,24,144,36,60,24,24,544,0.966,0.5,0.044,6.355,0,4,0,43,0,0,5
last_ingredient-x50-r012,last_ingredient,Last-ingredient reluctance,0.5,12,economic-time:last_ingredient-x50-r012,true,,complete,322,44,366,366,587,24,24,144,57,42,19,19,542,1.661,0.356,0.035,6.261,0,2,0,26,0,0,12
last_ingredient-x55-r001,last_ingredient,Last-ingredient reluctance,0.55,1,economic-time:last_ingredient-x55-r001,true,,complete,442,55,497,497,779,24,24,144,30,56,15,15,525,0.724,0.554,0.029,5.984,0,3,0,58,0,0,1
last_ingredient-x55-r002,last_ingredient,Last-ingredient reluctance,0.55,2,economic-time:last_ingredient-x55-r002,true,,complete,257,57,314,314,528,24,24,144,60,43,19,19,546,2.013,0.352,0.035,6.4,0,2,0,20,0,0,19
last_ingredient-x55-r003,last_ingredient,Last-ingredient reluctance,0.55,3,economic-time:last_ingredient-x55-r003,true,,complete,437,55,492,492,790,24,24,144,47,44,24,24,539,1.154,0.383,0.045,6.793,0,2,0,65,0,0,13
last_ingredient-x55-r004,last_ingredient,Last-ingredient reluctance,0.55,4,economic-time:last_ingredient-x55-r004,true,,complete,453,56,509,509,798,24,24,144,34,52,18,18,528,0.817,0.5,0.034,6.574,0,3,0,66,0,0,8
last_ingredient-x55-r005,last_ingredient,Last-ingredient reluctance,0.55,5,economic-time:last_ingredient-x55-r005,true,,complete,428,53,481,481,756,24,24,144,46,48,20,20,538,1.098,0.421,0.037,6.329,0,2,0,53,0,0,12
last_ingredient-x55-r006,last_ingredient,Last-ingredient reluctance,0.55,6,economic-time:last_ingredient-x55-r006,true,,complete,477,69,546,546,837,24,24,144,35,60,23,23,542,0.85,0.508,0.042,6.419,0,3,0,52,0,0,21
last_ingredient-x55-r007,last_ingredient,Last-ingredient reluctance,0.55,7,economic-time:last_ingredient-x55-r007,true,,complete,327,62,389,389,643,24,24,144,38,50,23,23,535,1.254,0.45,0.043,6.429,0,3,0,43,0,0,15
last_ingredient-x55-r008,last_ingredient,Last-ingredient reluctance,0.55,8,economic-time:last_ingredient-x55-r008,true,,complete,278,60,338,338,573,24,24,144,50,48,16,16,538,1.562,0.421,0.03,5.939,0,2,0,33,0,0,8
last_ingredient-x55-r009,last_ingredient,Last-ingredient reluctance,0.55,9,economic-time:last_ingredient-x55-r009,true,,complete,373,65,438,438,707,24,24,144,38,56,16,16,534,0.986,0.509,0.03,5.914,0,3,0,48,0,0,17
last_ingredient-x55-r010,last_ingredient,Last-ingredient reluctance,0.55,10,economic-time:last_ingredient-x55-r010,true,,complete,317,57,374,374,632,24,24,144,37,52,24,24,537,1.305,0.46,0.045,6.013,0,3,0,42,0,0,24
last_ingredient-x55-r011,last_ingredient,Last-ingredient reluctance,0.55,11,economic-time:last_ingredient-x55-r011,true,,complete,300,37,337,337,567,24,24,144,41,50,12,12,527,1.258,0.485,0.023,5.652,0,2,0,34,0,0,16
last_ingredient-x55-r012,last_ingredient,Last-ingredient reluctance,0.55,12,economic-time:last_ingredient-x55-r012,true,,complete,263,55,318,318,547,24,24,144,36,53,16,16,529,1.308,0.505,0.03,6.294,0,3,0,31,0,0,8
last_ingredient-x60-r001,last_ingredient,Last-ingredient reluctance,0.6,1,economic-time:last_ingredient-x60-r001,true,,complete,508,56,564,564,865,24,24,144,46,48,20,20,538,0.936,0.421,0.037,6.524,0,2,0,65,0,0,16
last_ingredient-x60-r002,last_ingredient,Last-ingredient reluctance,0.6,2,economic-time:last_ingredient-x60-r002,true,,complete,390,64,454,454,718,24,24,144,32,58,19,19,533,0.899,0.532,0.036,6.075,0,2,0,45,0,0,14
last_ingredient-x60-r003,last_ingredient,Last-ingredient reluctance,0.6,3,economic-time:last_ingredient-x60-r003,true,,complete,406,58,464,464,745,24,24,144,51,48,21,21,544,1.241,0.4,0.039,6.261,0,3,0,52,0,0,8
last_ingredient-x60-r004,last_ingredient,Last-ingredient reluctance,0.6,4,economic-time:last_ingredient-x60-r004,true,,complete,394,45,439,439,699,24,24,144,39,46,20,20,529,1.075,0.438,0.038,6.067,0,2,0,50,0,0,26
last_ingredient-x60-r005,last_ingredient,Last-ingredient reluctance,0.6,5,economic-time:last_ingredient-x60-r005,true,,complete,307,56,363,363,592,24,24,144,50,47,14,14,535,1.41,0.423,0.026,5.975,0,2,0,31,0,0,17
last_ingredient-x60-r006,last_ingredient,Last-ingredient reluctance,0.6,6,economic-time:last_ingredient-x60-r006,true,,complete,413,56,469,469,749,24,24,144,47,47,14,14,532,1.041,0.435,0.026,5.948,0,2,0,58,0,0,18
last_ingredient-x60-r007,last_ingredient,Last-ingredient reluctance,0.6,7,economic-time:last_ingredient-x60-r007,true,,complete,358,55,413,413,670,24,24,144,42,53,14,14,533,1.085,0.486,0.026,6.569,0,3,0,44,0,0,24
last_ingredient-x60-r008,last_ingredient,Last-ingredient reluctance,0.6,8,economic-time:last_ingredient-x60-r008,true,,complete,339,56,395,395,649,24,24,144,49,47,20,20,540,1.397,0.405,0.037,6.212,0,2,0,41,0,0,19
last_ingredient-x60-r009,last_ingredient,Last-ingredient reluctance,0.6,9,economic-time:last_ingredient-x60-r009,true,,complete,382,43,425,425,694,24,24,144,47,41,21,21,533,1.28,0.376,0.039,6.321,0,3,0,55,0,0,21
last_ingredient-x60-r010,last_ingredient,Last-ingredient reluctance,0.6,10,economic-time:last_ingredient-x60-r010,true,,complete,471,58,529,529,865,24,24,144,44,52,15,15,535,0.892,0.468,0.028,6.213,0,2,0,83,0,0,23
last_ingredient-x60-r011,last_ingredient,Last-ingredient reluctance,0.6,11,economic-time:last_ingredient-x60-r011,true,,complete,431,57,488,488,760,24,24,144,45,48,22,22,539,1.098,0.417,0.041,6.337,0,2,0,50,0,0,23
last_ingredient-x60-r012,last_ingredient,Last-ingredient reluctance,0.6,12,economic-time:last_ingredient-x60-r012,true,,complete,447,56,503,503,776,24,24,144,48,48,20,20,540,1.082,0.414,0.037,6.19,0,2,0,52,0,0,19
last_ingredient-x65-r001,last_ingredient,Last-ingredient reluctance,0.65,1,economic-time:last_ingredient-x65-r001,true,,complete,387,45,432,432,694,24,24,144,42,49,17,17,532,1.093,0.454,0.032,6.147,0,2,0,48,0,0,16
last_ingredient-x65-r002,last_ingredient,Last-ingredient reluctance,0.65,2,economic-time:last_ingredient-x65-r002,true,,complete,477,48,525,525,829,24,24,144,45,50,14,14,533,0.899,0.459,0.026,6.547,0,2,0,68,0,0,25
last_ingredient-x65-r003,last_ingredient,Last-ingredient reluctance,0.65,3,economic-time:last_ingredient-x65-r003,true,,complete,497,51,548,548,865,24,24,144,46,46,22,22,538,0.993,0.404,0.041,6.345,0,3,0,74,0,0,28
last_ingredient-x65-r004,last_ingredient,Last-ingredient reluctance,0.65,4,economic-time:last_ingredient-x65-r004,true,,complete,303,50,353,353,616,24,24,144,56,40,18,18,538,1.677,0.351,0.033,6.144,0,2,0,51,0,0,14
last_ingredient-x65-r005,last_ingredient,Last-ingredient reluctance,0.65,5,economic-time:last_ingredient-x65-r005,true,,complete,427,51,478,478,764,24,24,144,53,41,20,20,538,1.222,0.36,0.037,6.742,0,3,0,61,0,0,29
last_ingredient-x65-r006,last_ingredient,Last-ingredient reluctance,0.65,6,economic-time:last_ingredient-x65-r006,true,,complete,409,42,451,451,703,24,24,144,45,44,16,16,529,1.082,0.419,0.03,5.987,0,3,0,47,0,0,12
last_ingredient-x65-r007,last_ingredient,Last-ingredient reluctance,0.65,7,economic-time:last_ingredient-x65-r007,true,,complete,526,80,606,606,957,24,24,144,51,48,29,29,552,1.056,0.375,0.053,6.896,0,3,0,83,0,0,17
last_ingredient-x65-r008,last_ingredient,Last-ingredient reluctance,0.65,8,economic-time:last_ingredient-x65-r008,true,,complete,382,47,429,429,704,24,24,144,43,48,19,19,534,1.156,0.436,0.036,6.077,0,2,0,54,0,0,17
last_ingredient-x65-r009,last_ingredient,Last-ingredient reluctance,0.65,9,economic-time:last_ingredient-x65-r009,true,,complete,551,64,615,615,976,24,24,144,47,47,17,17,535,0.833,0.423,0.032,6.6,0,3,0,97,0,0,30
last_ingredient-x65-r010,last_ingredient,Last-ingredient reluctance,0.65,10,economic-time:last_ingredient-x65-r010,true,,complete,540,56,596,596,944,24,24,144,41,52,18,18,535,0.792,0.468,0.034,6.947,0,3,0,88,0,0,24
last_ingredient-x65-r011,last_ingredient,Last-ingredient reluctance,0.65,11,economic-time:last_ingredient-x65-r011,true,,complete,583,48,631,631,983,24,24,144,35,52,14,14,525,0.621,0.515,0.027,6.108,0,3,0,95,0,0,16
last_ingredient-x65-r012,last_ingredient,Last-ingredient reluctance,0.65,12,economic-time:last_ingredient-x65-r012,true,,complete,355,64,419,419,698,24,24,144,49,47,19,19,539,1.298,0.409,0.035,6.19,0,3,0,54,0,0,22
last_ingredient-x70-r001,last_ingredient,Last-ingredient reluctance,0.7,1,economic-time:last_ingredient-x70-r001,true,,complete,529,54,583,583,917,24,24,144,30,52,19,19,525,0.672,0.515,0.036,6.2,0,3,0,86,0,0,21
last_ingredient-x70-r002,last_ingredient,Last-ingredient reluctance,0.7,2,economic-time:last_ingredient-x70-r002,false,Exceeded 650 player turns,playing,619,31,650,650,928,21,24,135,34,36,5,5,247,0.48,0.48,0.02,5.782,2,3,0,83,0,0,16
last_ingredient-x70-r003,last_ingredient,Last-ingredient reluctance,0.7,3,economic-time:last_ingredient-x70-r003,true,,complete,467,80,547,547,865,24,24,144,61,45,14,14,544,1.097,0.375,0.026,6.846,0,2,0,72,0,0,40
last_ingredient-x70-r004,last_ingredient,Last-ingredient reluctance,0.7,4,economic-time:last_ingredient-x70-r004,true,,complete,523,51,574,574,920,24,24,144,37,51,16,16,528,0.739,0.49,0.03,6.319,0,3,0,91,0,0,26
last_ingredient-x70-r005,last_ingredient,Last-ingredient reluctance,0.7,5,economic-time:last_ingredient-x70-r005,true,,complete,521,62,583,583,878,24,24,144,42,44,22,22,532,0.878,0.407,0.041,5.85,0,2,0,67,0,0,31
last_ingredient-x70-r006,last_ingredient,Last-ingredient reluctance,0.7,6,economic-time:last_ingredient-x70-r006,true,,complete,417,46,463,463,760,24,24,144,30,53,22,22,529,0.898,0.505,0.042,6.103,0,2,0,65,0,0,42
last_ingredient-x70-r007,last_ingredient,Last-ingredient reluctance,0.7,7,economic-time:last_ingredient-x70-r007,true,,complete,498,60,558,558,894,24,24,144,35,55,18,18,532,0.76,0.509,0.034,7.043,0,3,0,84,0,0,31
last_ingredient-x70-r008,last_ingredient,Last-ingredient reluctance,0.7,8,economic-time:last_ingredient-x70-r008,true,,complete,491,57,548,548,867,24,24,144,36,52,18,18,530,0.788,0.491,0.034,5.943,0,3,0,76,0,0,35
last_ingredient-x70-r009,last_ingredient,Last-ingredient reluctance,0.7,9,economic-time:last_ingredient-x70-r009,true,,complete,554,44,598,598,939,24,24,144,38,47,16,16,525,0.722,0.465,0.03,6.214,0,3,0,92,0,0,26
last_ingredient-x70-r010,last_ingredient,Last-ingredient reluctance,0.7,10,economic-time:last_ingredient-x70-r010,true,,complete,532,58,590,590,928,24,24,144,51,49,22,22,546,0.99,0.402,0.04,7.157,0,2,0,80,0,0,25
last_ingredient-x70-r011,last_ingredient,Last-ingredient reluctance,0.7,11,economic-time:last_ingredient-x70-r011,true,,complete,390,51,441,441,742,24,24,144,49,46,19,19,538,1.234,0.404,0.035,6.321,0,2,0,66,0,0,30
last_ingredient-x70-r012,last_ingredient,Last-ingredient reluctance,0.7,12,economic-time:last_ingredient-x70-r012,false,Exceeded 650 player turns,playing,526,124,650,650,964,23,24,141,37,38,4,4,259,0.505,0.481,0.015,5.93,3,3,0,98,0,0,37
last_ingredient-x75-r001,last_ingredient,Last-ingredient reluctance,0.75,1,economic-time:last_ingredient-x75-r001,false,Exceeded 650 player turns,playing,602,48,650,650,963,18,24,127,44,30,2,2,237,0.566,0.395,0.008,5.823,2,2,0,102,0,0,35
last_ingredient-x75-r002,last_ingredient,Last-ingredient reluctance,0.75,2,economic-time:last_ingredient-x75-r002,true,,complete,419,47,466,466,776,24,24,144,51,46,18,18,539,1.185,0.4,0.033,6.353,0,2,0,70,0,0,11
last_ingredient-x75-r003,last_ingredient,Last-ingredient reluctance,0.75,3,economic-time:last_ingredient-x75-r003,false,Exceeded 650 player turns,playing,643,7,650,650,968,21,24,134,51,32,2,2,256,0.652,0.376,0.008,6.058,3,3,0,100,0,0,22
last_ingredient-x75-r004,last_ingredient,Last-ingredient reluctance,0.75,4,economic-time:last_ingredient-x75-r004,false,Exceeded 650 player turns,playing,638,12,650,650,963,21,24,133,39,36,7,7,252,0.566,0.439,0.028,6.161,2,2,0,97,0,0,20
last_ingredient-x75-r005,last_ingredient,Last-ingredient reluctance,0.75,5,economic-time:last_ingredient-x75-r005,false,Exceeded 650 player turns,playing,607,43,650,650,942,23,24,141,49,32,3,3,264,0.64,0.381,0.011,5.868,2,2,0,87,0,0,36
last_ingredient-x75-r006,last_ingredient,Last-ingredient reluctance,0.75,6,economic-time:last_ingredient-x75-r006,false,Exceeded 650 player turns,settlement,595,55,650,650,1029,24,24,144,47,51,17,17,299,0.788,0.443,0.057,6.15,0,3,0,106,0,0,17
last_ingredient-x75-r007,last_ingredient,Last-ingredient reluctance,0.75,7,economic-time:last_ingredient-x75-r007,false,Exceeded 650 player turns,settlement,599,51,650,650,1023,24,24,144,32,55,20,20,291,0.64,0.514,0.069,6.176,1,3,0,105,0,0,18
last_ingredient-x75-r008,last_ingredient,Last-ingredient reluctance,0.75,8,economic-time:last_ingredient-x75-r008,false,Exceeded 650 player turns,playing,642,8,650,650,1018,15,24,109,20,36,8,8,204,0.345,0.563,0.039,5.568,3,3,0,133,0,0,18
last_ingredient-x75-r009,last_ingredient,Last-ingredient reluctance,0.75,9,economic-time:last_ingredient-x75-r009,false,Exceeded 650 player turns,settlement,630,20,650,650,1015,24,24,144,42,41,10,10,277,0.64,0.441,0.036,6.176,2,3,0,115,0,0,22
last_ingredient-x75-r010,last_ingredient,Last-ingredient reluctance,0.75,10,economic-time:last_ingredient-x75-r010,false,Exceeded 650 player turns,playing,638,12,650,650,1012,20,24,134,38,37,3,3,248,0.505,0.474,0.012,6.035,2,3,0,122,0,0,30
last_ingredient-x75-r011,last_ingredient,Last-ingredient reluctance,0.75,11,economic-time:last_ingredient-x75-r011,false,Exceeded 650 player turns,settlement,641,9,650,650,962,24,24,144,47,37,6,6,274,0.652,0.411,0.022,6.029,2,3,0,91,0,0,36
last_ingredient-x75-r012,last_ingredient,Last-ingredient reluctance,0.75,12,economic-time:last_ingredient-x75-r012,false,Exceeded 650 player turns,playing,559,91,650,650,1026,19,24,129,33,37,5,5,239,0.468,0.493,0.021,6.074,3,3,0,131,0,0,32
basket_thinness-x00-r001,basket_thinness,Common Basket thinness,0,1,economic-time:basket_thinness-x00-r001,true,,complete,166,61,227,227,408,24,24,144,35,59,19,19,537,1.903,0.522,0.035,6.614,0,3,0,0,0,0,0
basket_thinness-x00-r002,basket_thinness,Common Basket thinness,0,2,economic-time:basket_thinness-x00-r002,true,,complete,142,41,183,183,348,24,24,144,51,44,17,17,536,2.973,0.393,0.032,6.274,0,2,0,0,0,0,0
basket_thinness-x00-r003,basket_thinness,Common Basket thinness,0,3,economic-time:basket_thinness-x00-r003,true,,complete,171,59,230,230,405,24,24,144,41,53,19,19,537,2.087,0.469,0.035,6.368,0,4,0,0,0,0,0
basket_thinness-x00-r004,basket_thinness,Common Basket thinness,0,4,economic-time:basket_thinness-x00-r004,true,,complete,167,61,228,228,393,24,24,144,52,44,16,16,536,2.386,0.393,0.03,6.679,0,3,0,0,0,0,0
basket_thinness-x00-r005,basket_thinness,Common Basket thinness,0,5,economic-time:basket_thinness-x00-r005,true,,complete,166,56,222,222,396,24,24,144,50,49,17,17,540,2.414,0.422,0.031,6.446,0,2,0,0,0,0,0
basket_thinness-x00-r006,basket_thinness,Common Basket thinness,0,6,economic-time:basket_thinness-x00-r006,true,,complete,147,78,225,225,410,24,24,144,46,55,20,20,545,2.347,0.455,0.037,6.146,0,3,0,0,0,0,0
basket_thinness-x00-r007,basket_thinness,Common Basket thinness,0,7,economic-time:basket_thinness-x00-r007,true,,complete,174,64,238,238,419,24,24,144,39,55,23,23,541,2.084,0.47,0.043,6.513,0,3,0,0,0,0,0
basket_thinness-x00-r008,basket_thinness,Common Basket thinness,0,8,economic-time:basket_thinness-x00-r008,true,,complete,165,51,216,216,389,24,24,144,39,55,15,15,533,2,0.505,0.028,6.5,0,2,0,0,0,0,0
basket_thinness-x00-r009,basket_thinness,Common Basket thinness,0,9,economic-time:basket_thinness-x00-r009,true,,complete,157,64,221,221,393,24,24,144,41,52,18,18,535,2.136,0.468,0.034,6.28,0,3,0,0,0,0,0
basket_thinness-x00-r010,basket_thinness,Common Basket thinness,0,10,economic-time:basket_thinness-x00-r010,true,,complete,167,56,223,223,391,24,24,144,54,41,23,23,542,2.762,0.347,0.042,6.312,0,3,0,0,0,0,0
basket_thinness-x00-r011,basket_thinness,Common Basket thinness,0,11,economic-time:basket_thinness-x00-r011,true,,complete,156,56,212,212,378,24,24,144,38,51,17,17,530,2.075,0.481,0.032,6.577,0,3,0,0,0,0,0
basket_thinness-x00-r012,basket_thinness,Common Basket thinness,0,12,economic-time:basket_thinness-x00-r012,true,,complete,134,42,176,176,338,24,24,144,45,47,14,14,530,2.682,0.443,0.026,6.147,0,3,0,0,0,0,0
basket_thinness-x05-r001,basket_thinness,Common Basket thinness,0.05,1,economic-time:basket_thinness-x05-r001,true,,complete,149,61,210,210,380,24,24,144,46,49,17,17,536,2.4,0.438,0.032,6.405,0,3,0,0,0,0,5
basket_thinness-x05-r002,basket_thinness,Common Basket thinness,0.05,2,economic-time:basket_thinness-x05-r002,true,,complete,127,51,178,178,355,24,24,144,56,46,20,20,546,3.416,0.377,0.037,6.435,0,2,0,0,0,0,1
basket_thinness-x05-r003,basket_thinness,Common Basket thinness,0.05,3,economic-time:basket_thinness-x05-r003,true,,complete,158,60,218,218,393,24,24,144,46,50,20,20,540,2.422,0.431,0.037,6.11,0,3,0,0,0,0,3
basket_thinness-x05-r004,basket_thinness,Common Basket thinness,0.05,4,economic-time:basket_thinness-x05-r004,true,,complete,147,51,198,198,363,24,24,144,38,50,18,18,530,2.263,0.472,0.034,6.208,0,3,0,0,0,0,5
basket_thinness-x05-r005,basket_thinness,Common Basket thinness,0.05,5,economic-time:basket_thinness-x05-r005,true,,complete,147,52,199,199,367,24,24,144,42,51,15,15,532,2.291,0.472,0.028,6.247,0,3,0,0,0,0,3
basket_thinness-x05-r006,basket_thinness,Common Basket thinness,0.05,6,economic-time:basket_thinness-x05-r006,true,,complete,156,55,211,211,381,24,24,144,42,48,23,23,537,2.464,0.425,0.043,6.284,0,3,0,0,0,0,3
basket_thinness-x05-r007,basket_thinness,Common Basket thinness,0.05,7,economic-time:basket_thinness-x05-r007,true,,complete,138,50,188,188,349,24,24,144,46,45,16,16,531,2.638,0.421,0.03,6.269,0,2,0,0,0,0,5
basket_thinness-x05-r008,basket_thinness,Common Basket thinness,0.05,8,economic-time:basket_thinness-x05-r008,true,,complete,138,64,202,202,379,24,24,144,49,50,19,19,542,2.693,0.424,0.035,6.143,0,2,0,0,0,0,5
basket_thinness-x05-r009,basket_thinness,Common Basket thinness,0.05,9,economic-time:basket_thinness-x05-r009,true,,complete,150,54,204,204,370,24,24,144,32,53,19,19,528,2,0.51,0.036,6.06,0,3,0,0,0,0,1
basket_thinness-x05-r010,basket_thinness,Common Basket thinness,0.05,10,economic-time:basket_thinness-x05-r010,true,,complete,140,53,193,193,368,24,24,144,45,51,19,19,539,2.653,0.443,0.035,6.238,0,2,0,0,0,0,3
basket_thinness-x05-r011,basket_thinness,Common Basket thinness,0.05,11,economic-time:basket_thinness-x05-r011,true,,complete,166,72,238,238,422,24,24,144,41,59,16,16,540,1.916,0.509,0.03,6.589,0,3,0,0,0,0,2
basket_thinness-x05-r012,basket_thinness,Common Basket thinness,0.05,12,economic-time:basket_thinness-x05-r012,true,,complete,131,48,179,179,344,24,24,144,48,45,18,18,535,2.95,0.405,0.034,6.098,0,2,0,0,0,0,5
basket_thinness-x10-r001,basket_thinness,Common Basket thinness,0.1,1,economic-time:basket_thinness-x10-r001,true,,complete,162,64,226,226,404,24,24,144,36,60,13,13,533,1.735,0.55,0.024,6.508,0,4,0,0,0,0,5
